id_jogo_cbf,category,amount
142102b_2024,"TRANSPORTE DELEGADO, SUPERVISOR, COORDENADOR E PROTOCOLO",20807.81
142102b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",840.68
142102b_2024,11% - INSS SOBRE O QUADRO MÓVEL [F],731.5
142102b_2024,5% - ISS SOBRE O QUADRO MÓVEL [F],322.5
142102b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",5041.59
142102b_2024,IRRF SOBRE O QUADRO MÓVEL [FEDERAÇÃO],457.89
142103b_2024,SEGURO TORCEDOR,1107.49
142103b_2024,"2,5% - ISS [RENDA BRUTA]",23870.74
142103b_2024,5% - FEDERAÇÃO LOCAL,47741.48
142103b_2024,2% - ISS SOBRE A REMUNERAÇÃO SERVIÇO ANTI DOPING,44.0
142103b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",6403.38
142103b_2024,20% - INSS SOBRE DESIGNAÇÃO OFICIAL DA CBF/FBF (COORDENADORES E SUPERVISORES,640.0
142103b_2024,20% - INSS SOBRE O QUADRO MÓVEL [F],2310.0
142103b_2024,ANTI DOPING - DESPESA DE CONSUMO,1800.0
142103b_2024,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],2200.0
142103b_2024,"ARBITRAGEM VAR, AVAR, SUPERVISOR VAR E QUALITY MANAGER",32016.9
142103b_2024,"CONTROLE DE ACESSO, EMISSÃO E VENDA DE INGRESSOS",64594.9
142103b_2024,DESIGNAÇÃO OFICIAL DA CBF (COORDENADORES E SUPERVISORES),3200.0
142103b_2024,DESPESA COM DESIGNAÇÃO OFICIAL DA CBF (COORDENADORES E SUPERVISORES),468.0
142103b_2024,DESPESAS COM LOGISTICAS DE ABITRAGEM,19590.01
142103b_2024,DESPESAS COM QUADRO MÓVEL E MATERIAL UTILIZADO NA PARTIDA.,2668.0
142103b_2024,DESPESAS OPERACIONAIS ESTÁDIO,316329.18
142103b_2024,POLICIAMENTO,32582.88
142103b_2024,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",17106.0
142103b_2024,QUADRO MÓVEL [F],11550.0
142103b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",166.65
142103b_2024,11% - INSS SOBRE A REMUNERAÇÃO DO(S) DESIGNADOS DA CBF/FBF,308.0
142103b_2024,11% - INSS SOBRE O QUADRO MÓVEL [F],1270.5
142103b_2024,"5% - ISS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",1237.0
142103b_2024,5% - ISS SOBRE A REMUNERAÇÃO DO(S) DESIGNADOS DA CBF/FBF,160.0
142103b_2024,5% - ISS SOBRE O QUADRO MÓVEL [F],577.5
142103b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",1325.22
142104b_2024,TAXA FERJ,133360.5
142104b_2024,INSS 5% DECRETO,138304.5
142104b_2024,TAXA DE ARBITRAGEM,29220.0
142104b_2024,INSS 20% S/ ARBITRAGEM,5844.0
142104b_2024,DIÁRIA E REEMBOLSO PASSAGEM ARBITRAGEM,11198.4
142104b_2024,DESPESA OPERACIONAL,22000.0
142104b_2024,INSS 20% S/ DESPESA OPERACIONAL,4400.0
142104b_2024,DELEGADO,3000.0
142104b_2024,INSS 20% S/ DELEGADO,600.0
142104b_2024,"SEGURO DO PÚBLICO PRESENTE (0,032)",1827.14
142104b_2024,CREDENCIAMENTO,2800.0
142104b_2024,CONTROLE E EXAME DE DOPING,4000.0
142104b_2024,CONFECÇÃO VENDA E PRÉ VENDA DE INGRESSOS,103656.7
142104b_2024,TAXA DE BOMBEIROS,4187.93
142104b_2024,DESPESAS DO ESTÁDIO,1121416.33
142104b_2024,INGRESSO PROMOCIONAL,65400.0
142104b_2024,CAMAROTE PROMOCIONAL,33480.0
142104b_2024,SUPERVISOR DE PROTOCOLO CBF,2150.0
142104b_2024,INSS 20% S/ SUPERVISOR DE PROTOCOLO CBF,430.0
142104b_2024,LOGÍSTICA ARBITRAGEM OFÍCIO CBF 007 DFI/2024,19590.01
142105b_2024,TAXA FERJ,12174.55
142105b_2024,INSS 5% (Vasco da Gama SAF Lei nº 14.193/2021),0.0
142105b_2024,TAXA DE ARBITRAGEM,25935.0
142105b_2024,INSS 20% S/ ARBITRAGEM,3980.0
142105b_2024,DIÁRIA E REEMBOLSO PASSAGEM ARBITRAGEM,6951.8
142105b_2024,DESPESA OPERACIONAL,16000.0
142105b_2024,INSS 20% S/ DESPESA OPERACIONAL,3200.0
142105b_2024,DELEGADO,3000.0
142105b_2024,INSS 20% S/ DELEGADO,600.0
142105b_2024,"SEGURO DO PÚBLICO PRESENTE (0,032)",161.15
142105b_2024,CREDENCIAMENTO,2600.0
142105b_2024,CONTROLE E EXAME DE DOPING,4000.0
142105b_2024,SUPERVISÃO PROTOCOLO CBF,2150.0
142105b_2024,INSS 20% S/ SUPERVISÃO DE PROTOLOCO CBF,300.0
142105b_2024,INGRESSO PROMOCIONAL,29000.0
142105b_2024,CONFECÇÃO VENDA E PRÉ VENDA DE INGRESSOS,10609.4
142105b_2024,TAXA DE BOMBEIROS,957.24
142105b_2024,ALUGUEL DO ESTÁDIO,65000.0
142105b_2024,CONTAS DE CONSUMO,35000.0
142105b_2024,DESPESA OPERACIONAL DO ESTÁDIO,209434.07
142105b_2024,DESPESA SÓCIO TORCEDOR,30429.0
142105b_2024,LOGÍSTICA ARBITRAGEM OFÍCIO CBF 007 DFI/2024,19590.01
142106b_2024,Seguro Público Pagante - CBF,1224.26
142106b_2024,2% ISS,60968.42
142106b_2024,20% INSS Arbitragem,6054.54
142106b_2024,20% INSS Prestadores de Serviços,300.0
142106b_2024,20% INSS Sobre Quadro Móvel - Clube,1221.43
142106b_2024,5% - FPF,152421.06
142106b_2024,5% INSS Renda Bruta,152421.06
142106b_2024,Alimentação / Prest. Serviço / Staff / Policiamento,34909.86
142106b_2024,Ambulância,6000.0
142106b_2024,Antidoping CBF - Análise Laboratorias,1800.0
142106b_2024,"Antidoping CBF - Diária, Alimentação e Transporte",2200.0
142106b_2024,Arbitragem - Diária / Transporte,654.49
142106b_2024,"Arbitragem, Assistentes e Delegados",30272.71
142106b_2024,Arrecadador,900.0
142106b_2024,Bilheteiros,2712.72
142106b_2024,Brigada de Incêndio - Bombeiro,14700.0
142106b_2024,CET,22542.68
142106b_2024,CET - Comunicação Visual,11970.0
142106b_2024,DELEGADO/DIRETOR DE JOGO,1027.0
142106b_2024,Emissão de Ingressos,40914.33
142106b_2024,Equipe de Apoio,9753.0
142106b_2024,ESTACIONAMENTO,26550.0
142106b_2024,Funcionários,40365.0
142106b_2024,Geradores,24150.0
142106b_2024,Gerente de Operações,900.0
142106b_2024,Gradeamento,10731.44
142106b_2024,Ingressos e Controle de Acesso,30883.35
142106b_2024,"Limpeza, Higienização e Sanitização",38540.07
142106b_2024,Locação de Equipamentos e Manutenção,9251.69
142106b_2024,Logística da Arbitragem,19590.0
142106b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),650.0
142106b_2024,Orientadores,79789.36
142106b_2024,Prestadores de Serviços,1500.0
142106b_2024,Quadro Móvel do Clube,6107.15
142106b_2024,Segurança Privada,44230.0
142106b_2024,Sonorização,4810.0
142106b_2024,11% INSS Equipe de Arbitragem,730.0
142106b_2024,11% INSS Prestadores de Serviços,71.5
142106b_2024,11% INSS Quadro Móvel - Clube,0.0
142106b_2024,11% INSS Quadro Móvel - Federação Local,0.0
142107b_2024,Seguro Público Pagante - CBF,139.68
142107b_2024,20% INSS Arbitragem,5614.04
142107b_2024,5% - FPF,6711.0
142107b_2024,5% INSS Renda Bruta,6711.0
142107b_2024,Alimentação / Prest. Serviço / Staff / Policiamento,1037.5
142107b_2024,Ambulância,7200.0
142107b_2024,Ambulatório,2300.0
142107b_2024,Antidoping CBF,2650.0
142107b_2024,Antidoping CBF - Análise Laboratorias,1800.0
142107b_2024,Arbitragem - Diária / Transporte,3144.4
142107b_2024,"Arbitragem, Assistentes e Delegados",32230.18
142107b_2024,Arrecadador,1293.0
142107b_2024,Banheiros Químicos,2100.0
142107b_2024,Brigada de Incêndio - Bombeiro,3000.0
142107b_2024,DELEGADO/DIRETOR DE JOGO,1405.0
142107b_2024,Emissão de Ingressos,17973.0
142107b_2024,Equipe de Apoio,5678.0
142107b_2024,Gandulas e Maqueiros,720.0
142107b_2024,Gradeamento,420.0
142107b_2024,Geradores,1041.0
142107b_2024,Gerente de Operações,5200.0
142107b_2024,"Limpeza, Higienização e Sanitização",1000.0
142107b_2024,Locação de Equipamentos e Manutenção,3450.0
142107b_2024,Logística da Arbitragem,19590.0
142107b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),1500.0
142107b_2024,Segurança Privada,18560.0
142107b_2024,Sonorização,5000.0
142107b_2024,Supervisores Imprensa e Acesso ao Campo,650.0
142107b_2024,Transporte - Pessoal à Serviço,1150.0
142107b_2024,11% INSS Equipe de Arbitragem,388.74
142108b_2024,SEGURO TORCEDOR,1078.05
142108b_2024,5% - FEDERAÇÃO LOCAL,89306.0
142108b_2024,5% - INSS [RENDA BRUTA],89306.0
142108b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",4980.0
142108b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DO DELEGADO, SUPERVISOR, COORDENADOR E PROTOCOLO",980.0
142108b_2024,20% - INSS SOBRE O QUADRO MÓVEL [TERCEIROS],6239.33
142108b_2024,ANTI DOPING - DESPESA DE CONSUMO,4000.0
142108b_2024,"ARBITRAGEM, AUXILIARES, 4°ARBANALISTA DE CAMPO, OUTROS",24900.0
142108b_2024,LOGÍSTICA DO JOGO,19590.01
142108b_2024,MODELO D,785.0
142108b_2024,MODELO D [CBF],9338.2
142108b_2024,QUADRO MÓVEL [F],4900.0
142108b_2024,QUADRO MÓVEL [TERCEIROS],31196.63
142108b_2024,REMUNERAÇAO QUADRO MOVEL CLUBE,68935.0
142108b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",967.01
142108b_2024,"11% - INSS SOBRE DELEGADO, SUPERVISOR, COORDENADOR E PROTOCOLO",445.5
142108b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",877.07
142108b_2024,IRRF SOBRE O QUADRO MÓVEL [FEDERAÇÃO],136.59
142109b_2024,SEGURO OPERACIONAL [FEDERAÇÃO],22.0
142109b_2024,SEGURO TORCEDOR,184.58
142109b_2024,5% - FEDERAÇÃO LOCAL,4879.5
142109b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",0.0
142109b_2024,20% INSS,0.0
142109b_2024,ANTI DOPING - MÃO DE OBRA DO EXAME,2200.0
142109b_2024,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],1800.0
142109b_2024,"ARBITRAGEM, AUXILIARES E FISCAIS",24200.0
142109b_2024,CONTROLADORES DE ACESSO,28000.0
142109b_2024,"DELEGADO, FINANCEIRO E SUPERVISOR",2380.0
142109b_2024,DESPESA ADMINISTRATIVA,14016.25
142109b_2024,DESPESA CLUBE [MANDANTE],85671.01
142109b_2024,LOGÍSTICA ARBITRAGEM,19590.01
142109b_2024,OUTRAS DESPESAS,7023.33
142109b_2024,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",1500.0
142109b_2024,QUADRO MÓVEL [CLUBE],680.0
142109b_2024,SERVIÇOS TERCEIRIZADOS,11380.0
142109b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,9936.0
142109b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",1037.52
142109b_2024,"11% - INSS SOBRE DELEGADO, FINANCEIRO E SUPERVISOR",99.0
142109b_2024,11% - INSS SOBRE O QUADRO MÓVEL [CLUBE],74.8
142109b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",507.03
14210b_2024,SEGURO TORCEDOR,397.06
14210b_2024,5% - FEDERAÇÃO LOCAL,12004.0
14210b_2024,5% - INSS [RENDA BRUTA],2400.8
14210b_2024,CLUBES SC 1% SOBRE A RECEITA BRUTA,2640.8
14210b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",6231.62
14210b_2024,ANTI DOPING - DESPESA DE CONSUMO,5075.0
14210b_2024,"ARBITRAGEM, AUXILIARES E FISCAIS",31158.12
14210b_2024,DESPESAS OPERACIONAIS,41810.0
14210b_2024,LOGÍSTICA DO JOGO,19590.01
14210b_2024,POLICIAMENTO,8335.56
14210b_2024,QUADRO MÓVEL [F],8282.0
14210b_2024,SÓCIO TORCEDOR [REEMBOLSO],225380.0
14210b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,3948.78
14210b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",2163.19
142110b_2024,SEGURO TORCEDOR,520.19
142110b_2024,5% - FEDERAÇÃO LOCAL,39600.0
142110b_2024,5% - INSS [RENDA BRUTA],7920.0
142110b_2024,CLUBES SC 1% SOBRE A RECEITA BRUTA,87120.0
142110b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",5533.68
142110b_2024,"ARBITRAGEM, AUXILIARES, DELEGADOS, FISCAIS",28991.5
142110b_2024,DESPESAS OPERACIONAIS,53870.0
142110b_2024,LOGÍSTICA DO JOGO,19501.9
142110b_2024,POLICIAMENTO,9682.98
142110b_2024,QUADRO MÓVEL [F],15866.2
142110b_2024,SÓCIO TORCEDOR [REEMBOLSO],546600.0
142110b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",1334.11
142111b_2024,SEGURO TORCEDOR,319.3
142111b_2024,5% - FEDERAÇÃO LOCAL,27341.0
142111b_2024,5% - INSS [RENDA BRUTA],27341.0
142111b_2024,"20% - INSS SOBRE A REMUNERAÇÃO ARBITRAGEM, AUXILIARES, DELEGADOS, FISCAIS",5202.0
142111b_2024,20% - INSS SOBRE DIÁRIAS E TRANSPORTES NÃO COMPROVADOS DA ARBITRAGEM,1420.46
142111b_2024,20% - INSS SOBRE O QUADRO MÓVEL [CLUBE],5800.0
142111b_2024,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],2200.0
142111b_2024,"ARBITRAGEM, AUXILIARES, DELEGADOS, FISCAIS",26010.0
142111b_2024,POLICIAMENTO,23068.99
142111b_2024,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",10300.0
142111b_2024,QUADRO MÓVEL [CLUBE],29000.0
142111b_2024,SERVIÇOS TERCEIRIZADOS,7265.0
142111b_2024,TAXA DE BOMBEIRO,3800.0
142111b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,9870.1
142111b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",392.37
142111b_2024,5% - ISS SOBRE O QUADRO MÓVEL [CLUBE],1450.0
142111b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",3363.51
142112b_2024,SEGURO TORCEDOR,846.88
142112b_2024,3% - ISS [RENDA BRUTA] ARENA,22163.03
142112b_2024,3% - ISS [RENDA BRUTA] CLUBE,38170.88
142112b_2024,5% - FEDERAÇÃO LOCAL,61073.41
142112b_2024,20% - INSS DESPESA SOBRE A REMUNERAÇÃO DO SUPERVISOR DE PROTOCOLO CBF,130.0
142112b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",0.0
142112b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",6102.32
142112b_2024,20% - INSS SOBRE O QUADRO MÓVEL [F],2113.33
142112b_2024,20% INSS - SOBRE A REMUNERAÇÃO DO SUPERVISOR CAMPO,0.0
142112b_2024,ANTI DOPING - DESPESA DE CONSUMO,4000.0
142112b_2024,"ARBITRAGEM, AUXILIARES E FISCAIS",30511.6
142112b_2024,BRIGADA DE INCÊNDIO,18520.84
142112b_2024,DESPESAS OPERACIONAIS ESTÁDIO,97786.77
142112b_2024,EVENTOS,50860.85
142112b_2024,LIMPEZA E CONSERVAÇÃO,43700.74
142112b_2024,LOCAÇÃO DE EQUIPAMENTOS,24943.37
142112b_2024,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",8000.0
142112b_2024,QUADRO MÓVEL [F],10566.66
142112b_2024,SEGURANÇA PRIVADA,162673.6
142112b_2024,SERVIÇOS TERCEIRIZADOS,1500.0
142112b_2024,SINALIZAÇÃO DE TRÂNSITO,3340.0
142112b_2024,SONORIZAÇÃO / LOCUÇÃO/FOTO/FILMAGEM,1125.0
142112b_2024,SUPERVISOR DE CAMPO,650.0
142112b_2024,SUPERVISOR DE PROTOCOLO [CBF],1500.0
142112b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,20785.51
142112b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",560.46
142112b_2024,"11% - INSS SOBRE DELEGADO, SUPERVISOR, COORDENADOR E PROTOCOLO",71.5
142112b_2024,11% - INSS SOBRE O QUADRO MÓVEL [F],969.84
142112b_2024,5% - ISS SOBRE O QUADRO MÓVEL [F],428.33
142112b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",4062.72
142112b_2024,IRRF SOBRE O QUADRO MÓVEL [FEDERAÇÃO],469.28
142112b_2024,IRRF SOBRE O SUPERVISOR PROTOCOLO CBF,111.08
142113b_2024,SEGURO TORCEDOR,1216.67
142113b_2024,"2,5% - ISS [RENDA BRUTA]",34303.85
142113b_2024,5% - FEDERAÇÃO LOCAL SOBRE RENDA BRUTA,68607.7
142113b_2024,5% - INSS SOBRE RENDA BRUTA,0.0
142113b_2024,2% - ISS SOBRE A REMUNERAÇÃO SERVIÇO ANTI DOPING,44.0
142113b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",6450.4
142113b_2024,20% - INSS SOBRE DESIGNAÇÃO OFICIAL DA CBF/FBF (COORDENADORES E SUPERVISORES,640.0
142113b_2024,20% - INSS SOBRE O QUADRO MÓVEL [F],2350.0
142113b_2024,ANTI DOPING - DESPESA DE CONSUMO,1800.0
142113b_2024,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],2200.0
142113b_2024,"ARBITRAGEM VAR, AVAR, SUPERVISOR VAR E QUALITY MANAGER",32252.0
142113b_2024,"CONTROLE DE ACESSO, EMISSÃO E VENDA DE INGRESSOS",78793.63
142113b_2024,DESIGNAÇÃO OFICIAL DA CBF (COORDENADORES E SUPERVISORES),3200.0
142113b_2024,"DESLOCAMENTO, TRANSPORTE E HOSPEDAGEM DO QUADRO DA ARBITRAGEM VAR",242.0
142113b_2024,DESPESA COM DESIGNAÇÃO OFICIAL DA CBF (COORDENADORES E SUPERVISORES),468.0
142113b_2024,DESPESAS COM LOGISTICAS DE ABITRAGEM,19590.01
142113b_2024,DESPESAS OPERACIONAIS ESTÁDIO,344134.82
142113b_2024,DESPESAS QUADRO MÓVEL,2510.0
142113b_2024,POLICIAMENTO,38673.75
142113b_2024,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",20980.0
142113b_2024,QUADRO MÓVEL [F],11750.0
142113b_2024,11% - INSS SOBRE A REMUNERAÇÃO DO(S) DESIGNADOS DA CBF/FBF,308.0
142113b_2024,11% - INSS SOBRE O QUADRO MÓVEL [F],1292.5
142113b_2024,"5% - ISS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",1234.0
142113b_2024,5% - ISS SOBRE A REMUNERAÇÃO DO(S) DESIGNADOS DA CBF/FBF,160.0
142113b_2024,5% - ISS SOBRE O QUADRO MÓVEL [F],587.5
142113b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",1216.01
142114b_2024,TAXA FERJ,55734.3
142114b_2024,INSS 5% DECRETO,60389.3
142114b_2024,TAXA DE ARBITRAGEM,28983.7
142114b_2024,INSS 20% S/ ARBITRAGEM,4502.0
142114b_2024,DIÁRIA E REEMBOLSO PASSAGEM ARBITRAGEM,8828.2
142114b_2024,DESPESA OPERACIONAL,22000.0
142114b_2024,INSS 20% S/ DESPESA OPERACIONAL,4400.0
142114b_2024,DELEGADO,3000.0
142114b_2024,INSS 20% S/ DELEGADO,600.0
142114b_2024,"SEGURO DO PÚBLICO PRESENTE (0,032)",776.61
142114b_2024,CREDENCIAMENTO,2800.0
142114b_2024,CONTROLE E EXAME DE DOPING,4000.0
142114b_2024,CONFECÇÃO VENDA E PRÉ VENDA DE INGRESSOS,75104.77
142114b_2024,TAXA DE BOMBEIROS,4187.93
142114b_2024,DESPESAS DO ESTÁDIO,876917.03
142114b_2024,INGRESSO PROMOCIONAL,52465.0
142114b_2024,CAMAROTE PROMOCIONAL,40635.0
142114b_2024,SUPERVISOR DE PROTOCOLO CBF,2150.0
142114b_2024,INSS 20% S/ SUPERVISOR DE PROTOCOLO CBF,430.0
142114b_2024,LOGÍSTICA ARBITRAGEM OFÍCIO CBF 007 DFI/2024,19590.01
142114b_2024,IRRF S/ OPERACIONAL,0.0
142114b_2024,IRRF S/ DELEGADO,0.0
142114b_2024,IRRF S/ SUPERVISOR DE PROTOCOLO CBF,242.41
142114b_2024,INSS 11% S/ ARBITRAGEM,300.3
142114b_2024,INSS 11% S/ OPERACIONAL,1853.5
142114b_2024,INSS 11% S/ DELEGADO,16.03
142114b_2024,INSS 11% S/ SUPERVISOR DE PROTOCOLO CBF,71.5
142114b_2024,IRRF S/ARBITRAGEM,3273.28
142115b_2024,TAXA FERJ,22106.0
142115b_2024,INSS 5% (SAF Botafogo Lei nº 14. 193/2021),0.0
142115b_2024,TAXA DE ARBITRAGEM,24200.0
142115b_2024,INSS 20% S/ ARBITRAGEM,4840.0
142115b_2024,DIÁRIA E REEMBOLSO PASSAGEM ARBITRAGEM,9513.3
142115b_2024,DESPESA OPERACIONAL,22000.0
142115b_2024,INSS 20% S/ DESPESA OPERACIONAL,4400.0
142115b_2024,DELEGADO,3000.0
142115b_2024,INSS 20% S/ DELEGADO,600.0
142115b_2024,"SEGURO DO PÚBLICO PRESENTE (0,032)",426.66
142115b_2024,CREDENCIAMENTO,2700.0
142115b_2024,CONTROLE E EXAME DE DOPING,4000.0
142115b_2024,CONFECÇÃO VENDA E PRÉ VENDA DE INGRESSOS,25261.93
142115b_2024,TAXA DE BOMBEIROS,2393.11
142115b_2024,POSTO MÉDICO,13800.0
142115b_2024,DESPESA OPERACIONAL DO ESTÁDIO,198929.28
142115b_2024,SEGURANÇA PRIVADA,72460.0
142115b_2024,INGRESSO PROMOCIONAL,23850.0
142115b_2024,CAMAROTE PROMOCIONAL,32010.0
142115b_2024,DESPESA SÓCIO TORCEDOR,259691.0
142115b_2024,SUPERVISÃO PROTOCOLO CBF,2150.0
142115b_2024,INSS 20% S/ SUPERVISÃO DE PROTOLOCO CBF,430.0
142115b_2024,LOGÍSTICA ARBITRAGEM OFÍCIO CBF 007 DFI/2024,19590.01
142116b_2024,Seguro Público Pagante - CBF,1223.01
142116b_2024,2% ISS,41997.9
142116b_2024,20% INSS Arbitragem,6268.41
142116b_2024,20% INSS Prestadores de Serviços,130.0
142116b_2024,5% - FPF,104994.75
142116b_2024,5% INSS Renda Bruta,104994.75
142116b_2024,Alimentação / Prest. Serviço / Staff / Policiamento,16737.0
142116b_2024,Ambulância,7555.0
142116b_2024,Ambulatório,8100.0
142116b_2024,Antidoping CBF,2200.0
142116b_2024,Antidoping CBF - Análise Laboratorias,1800.0
142116b_2024,Arbitragem - Diária / Transporte,2716.44
142116b_2024,"Arbitragem, Assistentes e Delegados",31342.06
142116b_2024,Arrecadador,1015.0
142116b_2024,Banheiros Químicos,1000.0
142116b_2024,Brigada de Incêndio - Bombeiro,18620.0
142116b_2024,CET,27178.69
142116b_2024,DELEGADO/DIRETOR DE JOGO,1010.0
142116b_2024,Emissão de Ingressos,125993.7
142116b_2024,Equipe de Apoio,9257.0
142116b_2024,Funcionários,3050.0
142116b_2024,Gandulas e Maqueiros,1200.0
142116b_2024,Gerente de Operações,927.0
142116b_2024,Gradeamento,8682.0
142116b_2024,Ingressos e Controle de Acesso,39000.0
142116b_2024,"Limpeza, Higienização e Sanitização",1416.0
142116b_2024,Locação de Equipamentos e Manutenção,5960.0
142116b_2024,Logística da Arbitragem,19590.0
142116b_2024,Monitoramento Por Imagem,3476.0
142116b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),1500.0
142116b_2024,Orientadores,101495.0
142116b_2024,Prestadores de Serviços,650.0
142116b_2024,Segurança Privada,160656.71
142117b_2024,Seguro Público Pagante - CBF,896.26
142117b_2024,2% ISS,27642.42
142117b_2024,20% INSS Arbitragem,6026.88
142117b_2024,20% INSS Prestadores de Serviços,130.0
142117b_2024,20% INSS Sobre Quadro Móvel - Clube,200.0
142117b_2024,5% - FPF,69106.05
142117b_2024,5% INSS Renda Bruta,69106.05
142117b_2024,Ambulância,9857.0
142117b_2024,Antidoping CBF,1800.0
142117b_2024,Antidoping CBF - Análise Laboratorias,2200.0
142117b_2024,Arbitragem - Diária / Transporte,1022.2
142117b_2024,"Arbitragem, Assistentes e Delegados",30134.4
142117b_2024,Arrecadador,900.0
142117b_2024,Brigada de Incêndio - Bombeiro,2080.0
142117b_2024,CET,22895.9
142117b_2024,CET - Comunicação Visual,1200.0
142117b_2024,DELEGADO/DIRETOR DE JOGO,1010.0
142117b_2024,Equipe de Apoio,9753.0
142117b_2024,Funcionários,96554.0
142117b_2024,Gerente de Operações,900.0
142117b_2024,Gradeamento,12691.23
142117b_2024,Ingressos e Controle de Acesso,64913.65
142117b_2024,Logística da Arbitragem,19590.0
142117b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),1500.0
142117b_2024,Orientadores,92412.52
142117b_2024,Prestadores de Serviços,650.0
142117b_2024,Quadro Móvel do Clube,1000.0
142117b_2024,Segurança Privada,131396.16
142117b_2024,Sonorização,3000.0
142117b_2024,11% INSS Equipe de Arbitragem,503.49
142118b_2024,ALUGUEL DE CAMPO,81854.76
142118b_2024,SEGURO ARBITRAGEM,42.1
142118b_2024,SEGURO TORCEDOR,916.19
142118b_2024,5% - FEDERAÇÃO LOCAL,31482.6
142118b_2024,5% - INSS [RENDA BRUTA],31482.6
142118b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",4484.0
142118b_2024,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],4000.0
142118b_2024,"ARBITRAGEM, AUXILIARES E FISCAIS",22420.0
142118b_2024,EMISSÃO E VENDAS DE INGRESSOS,13619.4
142118b_2024,INGRESSO CORTESIA,1511.0
142118b_2024,OUTRAS DESPESAS,229103.65
142118b_2024,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",8400.0
142118b_2024,SÓCIO TORCEDOR,13451.0
142118b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,28531.21
142119b_2024,SEGURO TORCEDOR,282.82
142119b_2024,5% - FEDERAÇÃO LOCAL,7601.75
142119b_2024,20% - INSS SOBRE DIÁRIAS E TRANSPORTES NÃO COMPROVADOS DA ARBITRAGEM,1081.76
